name,type,fee,desc,hours,city
"The Great Fukuoka River Walk",Nature,45.00,"Experience the breathtaking natural beauty of Fukuoka at this serene location, offering scenic trails and native wildlife.","9:00 - 19:00",Fukuoka
"Hamburg Natural History Museum",Museum,0.00,"A world-class cultural institution in Hamburg housing thousands of priceless historical and artistic treasures.","8:00 - 20:00",Hamburg
"Quebec City Monument",Landmark,22.00,"One of the most photographed monuments in Quebec City, featuring stunning design and cultural significance.","10:00 - 18:00","Quebec City"
"Nuremberg Observatory",Landmark,0.00,"A masterpiece of engineering and art. No visit to Nuremberg is complete without seeing this majestic structure.","9:00 - 16:00",Nuremberg
"The Great Denver Nature Reserve",Nature,24.00,"Lush green spaces and spectacular panoramic views make this one of Denver's most cherished outdoor destinations.","9:00 - 17:00",Denver
"The Great Tokyo Museum of Art",Museum,16.00,"Discover the fascinating origins of Tokyo through beautifully curated galleries and expert-led tours.","8:00 - 18:00",Tokyo
"Cologne Gallery",Museum,44.00,"A world-class cultural institution in Cologne housing thousands of priceless historical and artistic treasures.","10:00 - 20:00",Cologne
"Austin Tower",Landmark,18.00,"One of the most photographed monuments in Austin, featuring stunning design and cultural significance.","8:00 - 19:00",Austin
"Cape Town Ancient Fort",Historic,28.00,"Step back in time and walk the ancient grounds where Cape Town's most defining historical moments took place.","9:00 - 18:00","Cape Town"
"The Great New York Central Plaza",Landmark,23.00,"A masterpiece of engineering and art. No visit to New York is complete without seeing this majestic structure.","8:00 - 16:00","New York"
"Austin Botanical Gardens",Nature,12.00,"A perfectly preserved natural reserve in the heart of Austin. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 18:00",Austin
"The Great Durban Wildlife Sanctuary",Nature,6.00,"Lush green spaces and spectacular panoramic views make this one of Durban's most cherished outdoor destinations.","8:00 - 16:00",Durban
"The Great Hobart National Park",Nature,45.00,"A perfectly preserved natural reserve in the heart of Hobart. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 17:00",Hobart
"The Great Madrid Cathedral",Historic,31.00,"Centuries of history are embedded in the walls of this famous historical site located right in Madrid.","8:00 - 17:00",Madrid
"The Great Oxford Hillside Park",Nature,31.00,"A perfectly preserved natural reserve in the heart of Oxford. Ideal for hiking, photography, and escaping the urban bustle.","10:00 - 18:00",Oxford
"Gold Coast Hillside Park",Nature,23.00,"Experience the breathtaking natural beauty of Gold Coast at this serene location, offering scenic trails and native wildlife.","10:00 - 16:00","Gold Coast"
"The Great Ibiza Museum of Art",Museum,0.00,"Immerse yourself in Ibiza's history with interactive exhibits, rare artifacts, and captivating storytelling.","8:00 - 16:00",Ibiza
"Hiroshima Heritage House",Historic,30.00,"Centuries of history are embedded in the walls of this famous historical site located right in Hiroshima.","8:00 - 16:00",Hiroshima
"The Great Cape Town Castle Ruins",Historic,5.00,"Centuries of history are embedded in the walls of this famous historical site located right in Cape Town.","10:00 - 19:00","Cape Town"
"The Great Turin Natural History Museum",Museum,0.00,"Discover the fascinating origins of Turin through beautifully curated galleries and expert-led tours.","10:00 - 20:00",Turin
"Hiroshima Museum of Art",Museum,36.00,"A world-class cultural institution in Hiroshima housing thousands of priceless historical and artistic treasures.","9:00 - 17:00",Hiroshima
"Granada Cathedral",Historic,36.00,"Step back in time and walk the ancient grounds where Granada's most defining historical moments took place.","10:00 - 20:00",Granada
"Bali Aviation Museum",Museum,40.00,"Discover the fascinating origins of Bali through beautifully curated galleries and expert-led tours.","10:00 - 17:00",Bali
"Port Elizabeth Bridge",Landmark,18.00,"A masterpiece of engineering and art. No visit to Port Elizabeth is complete without seeing this majestic structure.","8:00 - 19:00","Port Elizabeth"
"The Great Tokyo Wildlife Sanctuary",Nature,33.00,"Experience the breathtaking natural beauty of Tokyo at this serene location, offering scenic trails and native wildlife.","8:00 - 17:00",Tokyo
"Rome Botanical Gardens",Nature,8.00,"A perfectly preserved natural reserve in the heart of Rome. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 19:00",Rome
"New York Aviation Museum",Museum,28.00,"Discover the fascinating origins of New York through beautifully curated galleries and expert-led tours.","8:00 - 18:00","New York"
"Cologne Hillside Park",Nature,8.00,"Lush green spaces and spectacular panoramic views make this one of Cologne's most cherished outdoor destinations.","10:00 - 18:00",Cologne
"Darwin Natural History Museum",Museum,44.00,"Discover the fascinating origins of Darwin through beautifully curated galleries and expert-led tours.","8:00 - 20:00",Darwin
"The Great Nagoya Science Exhibit",Museum,18.00,"A world-class cultural institution in Nagoya housing thousands of priceless historical and artistic treasures.","9:00 - 18:00",Nagoya
"Kimberley Nature Reserve",Nature,8.00,"Lush green spaces and spectacular panoramic views make this one of Kimberley's most cherished outdoor destinations.","10:00 - 18:00",Kimberley
"Bloemfontein Bridge",Landmark,14.00,"A masterpiece of engineering and art. No visit to Bloemfontein is complete without seeing this majestic structure.","9:00 - 17:00",Bloemfontein
"The Great Darwin Observatory",Landmark,0.00,"A masterpiece of engineering and art. No visit to Darwin is complete without seeing this majestic structure.","8:00 - 19:00",Darwin
"Kobe Science Exhibit",Museum,10.00,"Discover the fascinating origins of Kobe through beautifully curated galleries and expert-led tours.","8:00 - 18:00",Kobe
"The Great Gold Coast Square",Landmark,0.00,"One of the most photographed monuments in Gold Coast, featuring stunning design and cultural significance.","8:00 - 20:00","Gold Coast"
"Knysna Castle Ruins",Historic,20.00,"Centuries of history are embedded in the walls of this famous historical site located right in Knysna.","9:00 - 18:00",Knysna
"The Great Glasgow Royal Palace",Historic,0.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Glasgow.","9:00 - 20:00",Glasgow
"Port Elizabeth Central Plaza",Landmark,42.00,"A masterpiece of engineering and art. No visit to Port Elizabeth is complete without seeing this majestic structure.","9:00 - 16:00","Port Elizabeth"
"Paris National Park",Nature,16.00,"Experience the breathtaking natural beauty of Paris at this serene location, offering scenic trails and native wildlife.","10:00 - 18:00",Paris
"The Great Bilbao Cathedral",Historic,11.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Bilbao.","8:00 - 18:00",Bilbao
"The Great Nice Heritage House",Historic,24.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Nice.","9:00 - 19:00",Nice
"Hobart Monument",Landmark,28.00,"A masterpiece of engineering and art. No visit to Hobart is complete without seeing this majestic structure.","10:00 - 19:00",Hobart
"Marseille Museum of Art",Museum,27.00,"A world-class cultural institution in Marseille housing thousands of priceless historical and artistic treasures.","8:00 - 19:00",Marseille
"The Great Melbourne Square",Landmark,20.00,"An iconic symbol of Melbourne's architectural heritage, standing tall as a testament to the region's rich history.","10:00 - 17:00",Melbourne
"Bali Science Exhibit",Museum,0.00,"A world-class cultural institution in Bali housing thousands of priceless historical and artistic treasures.","9:00 - 16:00",Bali
"The Great Barcelona Castle Ruins",Historic,24.00,"A beautifully preserved historical site that offers a hauntingly realistic glimpse into the past of Barcelona.","10:00 - 20:00",Barcelona
"Tokyo Cultural Centre",Museum,30.00,"A world-class cultural institution in Tokyo housing thousands of priceless historical and artistic treasures.","8:00 - 17:00",Tokyo
"The Great Ibiza Wildlife Sanctuary",Nature,0.00,"Lush green spaces and spectacular panoramic views make this one of Ibiza's most cherished outdoor destinations.","9:00 - 20:00",Ibiza
"The Great New York River Walk",Nature,22.00,"Experience the breathtaking natural beauty of New York at this serene location, offering scenic trails and native wildlife.","9:00 - 20:00","New York"
"The Great Toronto Tower",Landmark,33.00,"A masterpiece of engineering and art. No visit to Toronto is complete without seeing this majestic structure.","10:00 - 19:00",Toronto
"Belfast Tower",Landmark,41.00,"A masterpiece of engineering and art. No visit to Belfast is complete without seeing this majestic structure.","10:00 - 19:00",Belfast
"Cologne Royal Palace",Historic,0.00,"Step back in time and walk the ancient grounds where Cologne's most defining historical moments took place.","10:00 - 20:00",Cologne
"The Great Boston River Walk",Nature,33.00,"Experience the breathtaking natural beauty of Boston at this serene location, offering scenic trails and native wildlife.","9:00 - 16:00",Boston
"The Great Berlin River Walk",Nature,14.00,"Lush green spaces and spectacular panoramic views make this one of Berlin's most cherished outdoor destinations.","8:00 - 20:00",Berlin
"New York Gallery",Museum,20.00,"A world-class cultural institution in New York housing thousands of priceless historical and artistic treasures.","10:00 - 20:00","New York"
"The Great Quebec City River Walk",Nature,21.00,"A perfectly preserved natural reserve in the heart of Quebec City. Ideal for hiking, photography, and escaping the urban bustle.","9:00 - 16:00","Quebec City"
"The Great Perth Observatory",Landmark,30.00,"One of the most photographed monuments in Perth, featuring stunning design and cultural significance.","10:00 - 16:00",Perth
"The Great Durban Observatory",Landmark,5.00,"One of the most photographed monuments in Durban, featuring stunning design and cultural significance.","10:00 - 17:00",Durban
"The Great Bali Botanical Gardens",Nature,20.00,"Lush green spaces and spectacular panoramic views make this one of Bali's most cherished outdoor destinations.","8:00 - 17:00",Bali
"The Great Vancouver Square",Landmark,15.00,"An iconic symbol of Vancouver's architectural heritage, standing tall as a testament to the region's rich history.","9:00 - 20:00",Vancouver
"The Great Nuremberg Botanical Gardens",Nature,26.00,"A perfectly preserved natural reserve in the heart of Nuremberg. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 16:00",Nuremberg
"The Great Melbourne Gallery",Museum,0.00,"Immerse yourself in Melbourne's history with interactive exhibits, rare artifacts, and captivating storytelling.","9:00 - 17:00",Melbourne
"The Great Nantes Wildlife Sanctuary",Nature,0.00,"A perfectly preserved natural reserve in the heart of Nantes. Ideal for hiking, photography, and escaping the urban bustle.","8:00 - 17:00",Nantes
"Brisbane Bridge",Landmark,40.00,"One of the most photographed monuments in Brisbane, featuring stunning design and cultural significance.","10:00 - 19:00",Brisbane
"Dubai Castle Ruins",Historic,10.00,"Centuries of history are embedded in the walls of this famous historical site located right in Dubai.","9:00 - 17:00",Dubai
